"Region","Division","District","BEIS School ID","School Name","Street Address","Municipality","Legislative District","Barangay","Sector","Urban/Rural","School Subclassification","Modified Curricural Offering Classification"
"Region I","Pangasinan II, Binalonan","Alcala",407624,"Panpacific University North Philippines-Tayug Campus Inc.","Lopez Jaena St., Tayug, Pangasinan","TAYUG","6th District","BARANGAY A (POB.)","Private","Partially Urban","Sectarian","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Alcala",412002,"Laoac Adventist Mission School","312 Poblacion","LAOAC","5th District","POBLACION (LAOAC)","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Alcala",412003,"The Right Formation School Inc.","205 Provincial Road","MANGALDAN","4th District","EMBARCADERO","Private","Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Alcala",412004,"The United Methodist Church Kiddie Kollege Inc.","Magsaysay st. Brgy.C Tayug Pangasinan","TAYUG","5th District","BARANGAY C (POB.)","Private","Partially Urban","Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Alcala",412008,"Blessed Angels Achievers Academy","Guiset Sur, San Manuel, Pangasinan","SAN MANUEL","6th District","GUISET SUR (POB.)","Private","Partially Urban","Non-Sectarian","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Alcala",412009,"Palm Springs Montessori Integrated school, Inc.","Barraca","VILLASIS","5th District","BARRACA","Private","Partially Urban","Non-Sectarian","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Alcala",412010,"St. Camillus College of Manaoag Foundation,Inc.","N/A","MANAOAG","4th District","LICSI","Private","Partially Urban","Non-Sectarian","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Alcala",412011,"Sunrisers Merryland School, Inc.","42 Salcedo Street","SAN JACINTO","4th District","CAPAOAY (POB.)","Private","Partially Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Alcala",412014,"Our Lady of Manaoag Innovative School","Calaocan Manaoag, Pangsinan","MANAOAG","4th District","CALAOCAN","Private","Partially Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Alcala",412016,"Divine Grace Montessori and High School of Tayug","137 Bonifacio Street","TAYUG","6th District","MAGALLANES","Private","Partially Urban","Sectarian","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Alcala",412018,"ST.LOUIS BERTRAND SCHOOL,INC.","Mayor's Boulevard, Pob.West,Asingan","ASINGAN","6th District","POBLACION WEST","Private","Partially Urban","Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Alcala",412019,"Remnant International School","Pugaro","BALUNGAO","6th District","PUGARO","Private","Partially Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Alcala",412020,"Mangaldan Achievers Academy, Inc.","Rizal Ave., Mangaldan, Pangasinan","MANGALDAN","4th District","POBLACION","Private","Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Alcala",412023,"Good Shepherd Christian School of San Fabian, Inc.","Sevidal St., Poblacion,","SAN FABIAN","4th District","POBLACION","Private","Partially Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Alcala",412024,"Saint Rose Academy of San Quintin, Inc.","GONZALO, SAN QUINTIN, PANGASINAN","SAN QUINTIN","6th District","GONZALO","Private","Partially Urban","Non-Sectarian","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Alcala",412027,"Math Excellence Academy of Binalonan, Inc.","Canarvacanan","BINALONAN","5th District","CANARVACANAN","Private","Partially Urban","Non-Sectarian","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Alcala",412028,"King's Kid Christian School, Inc.","Barangobong Rd.,Puelay","VILLASIS","5th District","PUELAY","Private","Partially Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Alcala",412030,"Eylim Christian Academy","SAN VICENTE WEST","ASINGAN","6th District","SAN VICENTE WESTE","Private","Partially Urban","Sectarian","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Alcala",412037,"VFV Christian Academy Inc.","Brgy. Sapang","MANAOAG","4th District","SAPANG","Private","Partially Urban","Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Alcala",412040,"Alcala Brookside School, Inc.","Malone St.","ALCALA","5th District","POBLACION WEST","Private","Partially Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Alcala",412042,"Divine Grace Montessori and HS of Pozorrubio, Pangasinan, Inc.","caballero st. Cablong","POZORRUBIO","5th District","CABLONG","Private","Partially Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Alcala",412044,"Christian Life Learning Center","Caurdanetaan, Umingan, Pangasinan","UMINGAN","6th District","CAURDANETAAN","Private","Partially Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Alcala",412045,"Divine Shepherd Montessori and High School","Villa Paz Pemienta, Umingan, Pangasinan","UMINGAN","6th District","PEMIENTA","Private","Partially Urban","Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Alcala",412046,"The United Methodist Learning Center","San Helario St. Puelay, Villasis, Pangasinan","VILLASIS","5th District","ZONE I (POB.)","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Alcala",412049,"Mary Help of Christians Boarding School Inc.","#11 Rizal St.","POZORRUBIO","5th District","POBLACION III","Private","Partially Urban","Sectarian","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Alcala",412053,"Pao Christian Learning Center Inc.","72","MANAOAG","4th District","PAO","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Alcala",412060,"Gods Favor Learning Center Inc.","Don Juan Arboleda St.","ALCALA","5th District","SAN PEDRO ILI","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Alcala",412063,"Kingsville Academy Umingan","Zamora St. Poblacion West","UMINGAN","6th District","PEMIENTA","Private","Partially Urban","Sectarian","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Alcala",500376,"Macayo IS","Macayo, Alcala","ALCALA","5th District","MACAYO","Public","Partially Urban","DepED Managed","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Alcala",501897,"Atainan-Caranglaan Integrated School","Carangalan, Alcala, Pangasinan","ALCALA","5th District","CARANGLAAN","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Asingan I",101711,"Carosucan East ES","Carosucan East","ASINGAN","6th District","CAROSUCAN NORTE","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan I",101712,"Carosucan Norte ES","Carosucan Norte","ASINGAN","6th District","CAROSUCAN NORTE","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan I",101713,"Carosucan Sur ES","CAROSUCAN SUR","ASINGAN","6th District","CAROSUCAN SUR","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan I",101714,"Domanpot ES","Domanpot, Asingan, Pangasinan","ASINGAN","6th District","DOMANPOT","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan I",101715,"Narciso R. Ramos ES SPED Center","-Soloria St., Pob.West","ASINGAN","6th District","POBLACION WEST","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan I",101716,"Sanchez-Cabalitian ES","CABALITIAN","ASINGAN","6th District","CABALITIAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan I",101717,"Sobol ES","-Sobol","ASINGAN","6th District","SOBOL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan I",101718,"Teofilo Gante ES","-Sanchez","ASINGAN","6th District","SANCHEZ","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan I",300273,"Angela Valdez Ramos NHS","-Macalong","ASINGAN","6th District","MACALONG","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Asingan I",300277,"Ariston-Bantog NHS","-Bantog","ASINGAN","6th District","BANTOG","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Asingan I",300299,"CAROSUCAN NORTE NATIONAL HIGH SCHOOL","Zone 4","ASINGAN","6th District","CAROSUCAN NORTE","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Asingan I",300300,"Carosucan Sur NHS","-Carosucan Sur","ASINGAN","6th District","CAROSUCAN SUR","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Asingan I",300322,"Luciano Millan National HS","-Poblacion West","ASINGAN","6th District","POBLACION WEST","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Asingan I",400192,"Carosucan Adventist Multigrade School, Inc.","Carosucan Sur","ASINGAN","6th District","CAROSUCAN SUR","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan I",412035,"Lightbearers Learning Center, Inc.","Barangay Sanchez, Asingan, Pangasinan","ASINGAN","6th District","SANCHEZ","Private","Partially Urban","Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan I",412036,"SIR MOSESNAR SCHOOL, INC.","Domanpot","ASINGAN","6th District","DOMANPOT","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan I",501117,"Calepaan Integrated School","Zone 3 Calepaan","ASINGAN","6th District","CALEPAAN","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Asingan II",101719,"Ariston Este ES","-Ariston East","ASINGAN","6th District","ARISTON ESTE","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan II",101720,"Ariston-Bantog ES","Bantog","ASINGAN","6th District","BANTOG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan II",101721,"Asingan North CS","Soloria St.","ASINGAN","6th District","DUPAC","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan II",101722,"Bobonan Elementary School","-Bobonan","ASINGAN","6th District","BOBONAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan II",101723,"Don H. Velasco Comm. Sch.","-Coldit","ASINGAN","6th District","COLDIT","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan II",101724,"Don Teodorico Bauzon ES","Macalong","ASINGAN","6th District","MACALONG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan II",101725,"Palaris ES","Palaris","ASINGAN","6th District","PALARIS","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan II",101726,"San Vicente Este ES","-San Vicente East","ASINGAN","6th District","SAN VICENTE ESTE","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan II",101728,"Toboy ES","-Toboy","ASINGAN","6th District","TOBOY","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Asingan II",300364,"Toboy NHS","Toboy","ASINGAN","6th District","TOBOY","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Asingan II",500387,"San Vicente West IS","-Purok2, San Vicente West","ASINGAN","6th District","SAN VICENTE WESTE","Public","Partially Urban","DepED Managed","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Balungao",101729,"Balungao CS","-Poblacion","BALUNGAO","6th District","POBLACION","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101730,"Capulaan ES","-Capulaan, Balungao, Pangasinan","BALUNGAO","6th District","CAPULAAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101731,"Esmeralda ES","-Esmeralda","BALUNGAO","6th District","ESMERALDA","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101732,"Irenio L. Guieb, Sr. ES","-Purok 6, Angayan Sur","BALUNGAO","6th District","ANGAYAN SUR","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101733,"Kita-Kita ES","-Kita-kita","BALUNGAO","6th District","KITA-KITA","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101734,"Mabini ES","-Mabini Balungao Pangasinan","BALUNGAO","6th District","MABINI","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101735,"Mauban ES","Mauban","BALUNGAO","6th District","MAUBAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101736,"Rajal-Angayan ES","-Rajal","BALUNGAO","6th District","RAJAL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101737,"San Andres ES","-Purok 1 San Andres","BALUNGAO","6th District","SAN ANDRES","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101738,"San Aurelio 3rd ES","-San Aurelio 3rd","BALUNGAO","6th District","SAN AURELIO 3RD","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101739,"San Aurelio ES","-San Aurelio","BALUNGAO","6th District","SAN AURELIO 1ST","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101740,"San Joaquin ES","-San Joaquin","BALUNGAO","6th District","SAN JOAQUIN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101741,"San Julian Elementary School","-San Julian","BALUNGAO","6th District","SAN JULIAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101742,"San Leon ES","-San Leon","BALUNGAO","6th District","SAN LEON","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101743,"San Marcelino ES","-Centro San Marcelino","BALUNGAO","6th District","SAN MARCELINO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101744,"San Raymundo ES","-Peralta Road","BALUNGAO","6th District","SAN RAYMUNDO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",101745,"Don Francisco D. Toliao ES","Purok 3 San Miguel Balungao Pangasinan","BALUNGAO","6th District","SAN MIGUEL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",102142,"Pugaro ES","-Pugaro","BALUNGAO","6th District","PUGARO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Balungao",300281,"Balungao NHS","Poblacion","BALUNGAO","6th District","POBLACION","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Balungao",300339,"Rajal Angayan NHS","Rajal","BALUNGAO","6th District","RAJAL","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Balungao",300344,"San Aurelio NHS","San Aurelio","BALUNGAO","6th District","SAN AURELIO 1ST","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Balungao",300350,"San Leon NHS","-San Leon","BALUNGAO","6th District","SAN LEON","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Balungao",412047,"UCCP N-K and Grade School, Inc.","107 Soliven St., Poblacion, Balungao, Pangasinan","BALUNGAO","5th District","POBLACION","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Bautista",101746,"A. Diaz, Sr. ES","Brgy. Diaz Bautista, Pang","BAUTISTA","5th District","DIAZ","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Bautista",101747,"Artacho ES","Artacho","BAUTISTA","5th District","ARTACHO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Bautista",101748,"Baluyot ES","Baluyot, Bautista, Pangasinan","BAUTISTA","5th District","BALUYOT","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Bautista",101749,"Bautista Central School SPED Center","National Highway","BAUTISTA","5th District","NANDACAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Bautista",101750,"Ketegan ES","Ketegan, Bautista, Pangasinan","BAUTISTA","5th District","KETEGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Bautista",101751,"Nibaliw ES","-Nibaliw Sur","BAUTISTA","5th District","NIBALIW SUR","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Bautista",101752,"Pogo Elementary School","Pogo","BAUTISTA","5th District","POGO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Bautista",101753,"Poponto ES","Poponto","BAUTISTA","5th District","POPONTO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Bautista",101754,"Vacante ES","-Vacante","BAUTISTA","5th District","VACANTE","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Bautista",101755,"Villanueva ES","Juan Luna St.","BAUTISTA","5th District","VILLANUEVA","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Bautista",102133,"Cabuaan ES","Cabuaan, Bautista, Pangasinan","BAUTISTA","5th District","CABUAAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Bautista",300282,"Baluyot NHS","-Baluyot","BAUTISTA","5th District","BALUYOT","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Bautista",300286,"Bautista National High School","-Poblacion East","BAUTISTA","5th District","POBLACION EAST","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Bautista",300302,"Coloscaoayan NHS","-Luna St.","BAUTISTA","5th District","VILLANUEVA","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Binalonan I",101756,"Binalonan North CS SPED Center","Mc. Kinley St.","BINALONAN","5th District","POBLACION","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",101758,"Camangaan ES","Camangaan","BINALONAN","5th District","CAMANGAAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",101759,"Capas ES","-Capas","BINALONAN","5th District","CAPAS","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",101760,"Casantiagoan ES","Sitio Binmonton","BINALONAN","5th District","SANTA CATALINA","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",101761,"Cili ES","Cili,Binalonan , Pangasinan","BINALONAN","5th District","CILI","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",101762,"Dumayat ES","Dumayat","BINALONAN","5th District","DUMAYAT","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",101763,"Calixto A. Bautista ES","-Mangcasuy","BINALONAN","5th District","MANGCASUY","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",101764,"Moreno ES","Moreno","BINALONAN","5th District","MORENO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",101765,"San Felipe ES","-San Felipe","BINALONAN","5th District","SAN FELIPE CENTRAL","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",101766,"Sta. Catalina ES","-Sta. Catalina","BINALONAN","5th District","SANTA CATALINA","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",101767,"Sta. Maria ES","-Sta. Maria Norte","BINALONAN","5th District","SANTA MARIA NORTE","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",101768,"Vacante ES","VACANTE","BINALONAN","5th District","VACANTE","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",300307,"Juan G. Macaraeg NHS","Canarvacanan, McArthur Highway, Binalonan, Pangasinan","BINALONAN","5th District","CANARVACANAN","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Binalonan I",300346,"San Felipe National HighSchool","-ZONE 1, San Felipe Central","BINALONAN","5th District","SAN FELIPE CENTRAL","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Binalonan I",300358,"Sta. Maria NHS, Binalonan","-Sta. Maria Norte Binalonan Pangasinan","BINALONAN","5th District","SANTA MARIA NORTE","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Binalonan I",400201,"Sta. Fe Learning Center","Sta. Fe Subdivision Poblacion","BINALONAN","5th District","POBLACION","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",407614,"WCC Aeronautical and Technological College","Binalonan Airfield, Canarvacanan, Binalonan, Pangasinan","BINALONAN","5th District","CANARVACANAN","Private","Partially Urban","Sectarian","Purely SHS"
"Region I","Pangasinan II, Binalonan","Binalonan I",412055,"Binalonan Nazarene Christian Academy, Inc.","#28 Dewey Street Poblacion","BINALONAN","5th District","POBLACION","Private","Partially Urban","Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan I",500003,"Bugayong IS","Hi-Way","BINALONAN","5th District","BUGAYONG","Public","Partially Urban","DepED Managed","All Offering (K to 12)"
"Region I","Pangasinan II, Binalonan","Binalonan II",101769,"Balangobong-San Pablo ES","San Pablo","BINALONAN","5th District","BALANGOBONG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan II",101770,"Balisa ES","Sitio Balisa","BINALONAN","5th District","SAN FELIPE SUR","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan II",101771,"Binalonan South Central School","16-Oct St. Poblacion Binalonan, Pangasinan","BINALONAN","5th District","POBLACION","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan II",101772,"Bued ES","BUED","BINALONAN","5th District","BUED","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan II",101773,"Linmansangan ES","Linmansangan","BINALONAN","5th District","LINMANSANGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan II",101774,"Pasileng ES","Pasileng Sur","BINALONAN","5th District","PASILENG SUR","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan II",101775,"Santiago ES","Santiago","BINALONAN","5th District","SANTIAGO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan II",101776,"Sumabnit ES","Sumabnit","BINALONAN","5th District","SUMABNIT","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan II",101777,"Tabuyoc ES","Tabuyoc","BINALONAN","5th District","TABUYOC","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Binalonan II",300285,"Batasan NHS","Brgy. Balangobong","BINALONAN","5th District","BALANGOBONG","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Binalonan II",300362,"Sumabnit National High School","Highway, Brgy. Sumabnit","BINALONAN","5th District","SUMABNIT","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Binalonan II",412077,"Go Walk Christian School, Inc.","Brgy. Sta. Maria","BINALONAN","5th District","SANTA MARIA NORTE","Private","Partially Urban","Non-Sectarian","Purely ES"
"Region I","Pangasinan II, Binalonan","Laoac",101778,"Quevedo-Anisca ES","Anis","LAOAC","5th District","ANIS","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Laoac",101779,"Botigue ES","Botigue","LAOAC","5th District","BOTIQUE","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Laoac",101780,"Cabilaoan ES","Cabilaoan","LAOAC","5th District","CABILAOAN WEST","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Laoac",101781,"Cabu-Cala ES","Cabulalaan","LAOAC","5th District","CABULALAAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Laoac",101784,"Don Rufino Tabayoyong CS","Poblacion","LAOAC","5th District","POBLACION (LAOAC)","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Laoac",101785,"Rufino Leal-Torralba Elementary School (CASCALINTA)","Inmanduyan","LAOAC","5th District","INMANDUYAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Laoac",101786,"Lebueg ES","Lebueg","LAOAC","5th District","LEBUEG","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Laoac",101787,"Nanbagatan ES","-Nanbagatan","LAOAC","5th District","NANBAGATAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Laoac",101789,"Limos-Turko ES","Turko","LAOAC","5th District","TURKO","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Laoac",101790,"Yatyat ES","-Yatyat","LAOAC","5th District","YATYAT","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Laoac",152004,"Yatyat Annex Elementary School","-Yatyat","LAOAC","5th District","YATYAT","Public","Partially Urban","DepED Managed","Purely ES"
"Region I","Pangasinan II, Binalonan","Laoac",300295,"Cabilaoan Agro-Industrial HS","Cabilaoan","LAOAC","5th District","CABILAOAN WEST","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Laoac",300319,"Laoac NHS","-Agbayani Road","LAOAC","5th District","POBLACION (LAOAC)","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region I","Pangasinan II, Binalonan","Laoac",412059,"Full of Grace Montessori and High School of Laoac, Inc.","Runez St.","LAOAC","5th District","POBLACION (LAOAC)","Private","Partially Urban","Non-Sectarian","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Laoac",500381,"Calmay IS","-Calmay","LAOAC","5th District","CALMAY","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Laoac",500382,"Don Maximo G. Gombio Panaga-Tabao Integrated School","Panaga","LAOAC","5th District","PANAGA","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region I","Pangasinan II, Binalonan","Laoac",500622,"Castusu Integrated School","-Casantiagoan","LAOAC","5th District","CASANTIAGOAN","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
