"Region","Division","District","BEIS School ID","School Name","Street Address","Municipality","Legislative District","Barangay","Sector","Urban/Rural","School Subclassification","Modified Curricural Offering Classification"
"Region X","Lanao del Norte","Matungao",127125,"Bangco ES","Bangco","MATUNGAO","1st District","BANGCO","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Matungao",127126,"Batal ES","Batal","MATUNGAO","1st District","BATAL","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Matungao",127127,"Batangan ES","BATANGAN, MATUNGAO,LANAO DEL NORTE Batangan","MATUNGAO","1st District","BATANGAN","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Matungao",127128,"Cadayonan ES","Cadayonan","MATUNGAO","1st District","CADAYONAN","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Matungao",127136,"Sultan Macalpang Permites CS (Matungao CES)","Poblacion","MATUNGAO","1st District","POBLACION (MATUNGAO)","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Matungao",127139,"Pangi Elementary School","PANGI, MATUNGAO, LANAO DEL NORTE Pangi","MATUNGAO","1st District","PANGI","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Matungao",127141,"Pasayanon Elementary School","Pasayanon, Matungao, Lanao del Norte","MATUNGAO","1st District","PASAYANON","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Matungao",127142,"Pendulonan ES","PENDULONAN PASAYANON","MATUNGAO","1st District","PASAYANON","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Matungao",127144,"Somiorang PS","Somiorang","MATUNGAO","1st District","SOMIORANG","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Matungao",200508,"Bubong Radapan P S","Bubong Radapan","MATUNGAO","1st District","BUBONG RADAPAN","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Matungao",304012,"MATUNGAO NATIONAL HIGH SCHOOL","Matungao, Lanao del Norte Poblacion","MATUNGAO","1st District","POBLACION (MATUNGAO)","Public","Rural","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Matungao",501557,"Matampay Integrated School","Matampay","MATUNGAO","1st District","MATAMPAY","Public","Rural","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Pantao-Ragat",127145,"Aloon PS","Aloon","PANTAO RAGAT","2nd District","ALOON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127146,"Banday ES","Banday","PANTAO RAGAT","2nd District","BANDAY","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127147,"Bobonga Radapan PS","Bobongan Radapan","PANTAO RAGAT","2nd District","BOBONGA RADAPAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127148,"Cabasagan ES","Cabasagan, Pantao Ragat, LDN Cabasagan","PANTAO RAGAT","2nd District","CABASAGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127149,"Culuban Prim. School","Culubun","PANTAO RAGAT","2nd District","CULUBUN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127150,"Dimayon Elementary School","Dimayon","PANTAO RAGAT","2nd District","DIMAYON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127151,"Lomidong ES","Dilimbayan","PANTAO RAGAT","2nd District","DILIMBAYAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127152,"Maliwanag ES","Maliwanag, Pantao Ragat, LDN","PANTAO RAGAT","2nd District","MALIWANAG","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127153,"Matampay PS","Matampay","PANTAO RAGAT","2nd District","MATAMPAY","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127154,"Pansor PS","Pansor","PANTAO RAGAT","2nd District","PANSOR","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127155,"Pantao Marug PS","Pantao Marug","PANTAO RAGAT","2nd District","PANTAO MARUG","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127156,"Pantao Ragat Central School","East Poblacion","PANTAO RAGAT","2nd District","POBLACION EAST","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127157,"Pualas PS","Bobong, Pantao Ragat","PANTAO RAGAT","2nd District","BOBONGA PANTAO RAGAT","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",127158,"Tongcopan PS","Tongcopan","PANTAO RAGAT","2nd District","TONGCOPAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantao-Ragat",304018,"Pantao Ragat Agro-Ind. HS","Calawe,Pantao Ragat, Lanao del Norte","PANTAO RAGAT","2nd District","CALAWE","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Pantar",127159,"Bowi PS","Pantar Bowi","PANTAR","1st District","BOWI","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127160,"Bubong Primary School","Pantar East,Pantar Lanao Del Norte","PANTAR","1st District","BUBONG MADAYA","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127161,"Cabasaran ES","Cabasaran","PANTAR","1st District","CABASARAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127162,"Dibarosan PS","Dibarosan","PANTAR","1st District","DIBAROSAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127163,"Kalanganan Elementary School","Kalanganan East, Pantar, Lanao del Norte","PANTAR","1st District","KALANGANAN EAST","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127164,"Kalilangan PS","Pantar, Lanao del Norte Kalilangan","PANTAR","1st District","KALILANGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127165,"Lower Kalanganan PS","Lanao del Norte Lower Kalanganan","PANTAR","1st District","KALANGANAN LOWER","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127166,"Pantar Central Elementary School","CAMPONG, PANTAR, LANAO DEL NORTE Campong","PANTAR","1st District","CAMPONG","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127167,"Pantar West Primary School","Pantar West","PANTAR","1st District","PANTAR EAST","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127168,"Pendulonan PS","Pantar, Lanao del Norte Kalanganan East","PANTAR","1st District","KALANGANAN EAST","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127170,"Punod ES","Lumba Punod, Pantar","PANTAR","1st District","PUNOD","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127171,"Sigayan Adil PS","Pantar Pantao Ranao","PANTAR","1st District","PANTAO-RANAO","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127172,"Tambo-Cadayonan ES","CADAYONAN,PANTAR. LANAO DEL NORTE Cadayonan","PANTAR","1st District","CADAYONAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",127173,"Tawanan PS",", Pantar Lanao del Norte Tawanan","PANTAR","1st District","PANTAR EAST","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Pantar",304019,"Pantar National High School","Campong, Pantar, Lanao del Norte","PANTAR","1st District","CAMPONG","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Salvador",127174,"Barandia PS","Barandia","SALVADOR","2nd District","BARANDIA","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",127175,"Bulacon PS","Bulacon, Salvador, Lanao del Norte","SALVADOR","2nd District","BULACON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",127176,"Buntong ES","Buntong, Salvador Lanao del Norte Buntong","SALVADOR","2nd District","BUNTONG","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",127177,"Camp 3 ES","CAMP 3","SALVADOR","2nd District","CAMP III","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",127178,"Camp Allere ES","Inasagan, Salvador, Lanao del Norte Inasagan","SALVADOR","2nd District","INASAGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",127179,"Curva Miagao Elementary School","Curva Miagao, Salvador, Lanao del Norte Curva Miagao","SALVADOR","2nd District","CURVA-MIAGAO","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",127180,"Daligdigan PS","Daligdigan, Salvador, Lanao del Norte","SALVADOR","2nd District","DALIGDIGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",127183,"Mabatao ELEMENTARY SCHOOL","MABATAO","SALVADOR","2nd District","MABATAO","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",127185,"Mamaanon ES","MAMAANON, SALVADOR, LDN Mamaanon","SALVADOR","2nd District","MAMAANON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",127186,"Padianan ES","Padianan, Salvador, LDN Padianan","SALVADOR","2nd District","PADIANAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",127187,"Salvador CES","POBLACION, SALVADOR, LANAO DEL NORTE Poblacion","SALVADOR","2nd District","POBLACION","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",127188,"Sudlon ES","Sudlon, Salvador, Lanao del Norte Sudlon","SALVADOR","2nd District","SUDLON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",200505,"Pansur PS","Pansur, Salvador Lanao del Norte Pansur","SALVADOR","2nd District","PANSOR","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Salvador",304023,"Salvador NHS (Salvador Trade HS)","Poblacion, Salvador, Lanao del Norte","SALVADOR","2nd District","POBLACION","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Salvador",501392,"Madaya Integrated School","Madaya, Salvador, Lanao del Norte Madaya","SALVADOR","2nd District","MADAYA","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Sapad - Nunu",127190,"Baning  Elem. School","Baning, Sapad, Lanao del Norte","SAPAD","2nd District","BANING","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127192,"Carcum Prim. School","Carcum","SAPAD","2nd District","KARKUM","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127193,"Dansalan PS","Dansalan,Sapad,L.N Dansalan","SAPAD","2nd District","DANSALAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127194,"Inudaran ES","Brgy. InudaranI, Sapad, LDN Inudaran","SAPAD","2nd District","INUDARAN I","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127195,"KALUDAN PS","Kaludan Nunungan Lanao del Norte Kaludan","NUNUNGAN","2nd District","KALUDAN","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127196,"Katipunan ES","Katipunan, Sapad,L. N. Katipunan","SAPAD","2nd District","KATIPUNAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127197,"Katubuan PS","Katubuan","NUNUNGAN","2nd District","KATUBUAN","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127199,"Mabugnao ES","MABUGNAO, SAPAD, LANAO DEL NORTE Mabugnao","SAPAD","2nd District","MABUGNAO","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127201,"MALA SALUG ELEMENTARY SCHOOL","Mala Salug, Sapad, Lanao del Norte Mala Salug","SAPAD","2nd District","MALA SALUG","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127202,"MAPUROG ELEMENTARY SCHOOL","Mapurog, Sapad, Lanao del Norte","SAPAD","2nd District","MAPUROG","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127205,"Nunungan CES","Putadon","NUNUNGAN","2nd District","PETADUN","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127206,"Panoloon ES","Panoloon, Sapad, Lanao del Norte Panoloon","SAPAD","2nd District","PANOLOON","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127207,"Pili PS","Ningal, Pili, Sapad, Lanao del Norte Pili","SAPAD","2nd District","PILI","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",127210,"SAPAD ELEMENTARY SCHOOL","Sapad, Sapad, Lanao del Norte","SAPAD","2nd District","SAPAD","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",200525,"Dimayon PS","Dimayon","NUNUNGAN","2nd District","DIMAYON","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",200526,"Pantar Primary School","Pantar","NUNUNGAN","2nd District","PANTAR","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",200527,"Taraka Prim. School","Taraka","NUNUNGAN","2nd District","TARAKA","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",200542,"Dansalan Annex PS","Dansalan,Sapad,LDN Dansalan","SAPAD","2nd District","DANSALAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Sapad - Nunu",304016,"Nunungan NHS","Bamboo st.,Raraban, Nunungan,Lanao Del Norte","NUNUNGAN","2nd District","RARABAN","Public","Rural","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Sapad - Nunu",304017,"Panoloon NHS","Panoloon, Sapad, Lanao del Norte Panoloon","SAPAD","2nd District","PANOLOON","Public","Partially Urban","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Sapad - Nunu",501385,"Miguel  E. Esmade Memorial Integrated School","Purok 5, Pancilan, Sapad, Lanao del Norte","SAPAD","2nd District","PANCILAN","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Sapad - Nunu",501600,"Masibay Integrated School","Masibay, Nunungan Lanao del Norte","NUNUNGAN","2nd District","MASIBAY","Public","Rural","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Sapad - Nunu",501667,"Sapad Integrated School","Purok 2, Poblacion, Sapad, Lanao del Norte","SAPAD","2nd District","BURIASAN (POB.)","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Tagoloan",127211,"CABASARAN PS","Cabasaran, Tagoloan, Lanao del Norte","TAGOLOAN","1st District","DIMAYON","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Tagoloan",127212,"DIMAYON PS","DIMAYON, TAGOLOAN, LDN","TAGOLOAN","1st District","DIMAYON","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Tagoloan",127213,"Gadongan PS","Landa, Baloi, Lanao del Norte Landa","TAGOLOAN","1st District","PANALAWAN","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Tagoloan",127216,"Payawan ES","Sarip Alawi","TAGOLOAN","1st District","INAGONGAN","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Tagoloan",127217,"Sultan Palao Ali ES","Inagongan","TAGOLOAN","1st District","INAGONGAN","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Tagoloan",200536,"Darimbang Primary School","Darimbang, Tagoloan LDN","TAGOLOAN","1st District","DARIMBANG","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Tagoloan",200543,"Malimbato Primary School","TAGOLOAN,LANAO DEL NORTE Malimbato","TAGOLOAN","1st District","MALIMBATO","Public","Rural","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Tagoloan",304021,"Tagoloan NHS","Inagongan, Tagoloan, Lanao del Norte","TAGOLOAN","1st District","INAGONGAN","Public","Rural","DepED Managed","JHS with SHS"
"Region X","Lanao del Norte","Tagoloan",501394,"Tagoloan Integrated School","Dimayon,Tagoloan LDN Dimayon","TAGOLOAN","1st District","DIMAYON","Public","Rural","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Tagoloan",501395,"Kiasar Integrated School","Kiazar, Tagoloan, Lanao del Norte","TAGOLOAN","1st District","KIAZAR (POB.)","Public","Rural","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Tagoloan",501433,"Tumple Integrated School","Tumple, Panalawan, Tagoloan, Lanao Del Norte","TAGOLOAN","1st District","PANALAWAN","Public","Rural","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Tagoloan",501808,"Lininding Integrated School","Lininding, Sarip Alawi","BALOI","2nd District","SARIP-ALAWI (PAYAWAN)","Public","Partially Urban","DepED Managed","ES and JHS (K to 10)"
"Region X","Lanao del Norte","Tubod East",127220,"Barakanas ES","Barakanas, Tubod, Lanao del Norte Barakanas","TUBOD (Capital)","1st District","BARAKANAS","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Tubod East",127221,"Bualan ES","Bualan, Tubod, Lanao del Norte Bualan","TUBOD (Capital)","1st District","BUALAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Tubod East",127222,"Juan Ardon-Camp 5 ES","Camp 5, Tubod, LN Camp 5","TUBOD (Capital)","1st District","CAMP V","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Tubod East",127223,"Candis ES","Candis, Tubod Lanao del Norte Candis","TUBOD (Capital)","1st District","CANDIS","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Tubod East",127225,"Guillermo Abugan MES","Caniogan,Tubod, LDN Caniogan","TUBOD (Capital)","1st District","CANIOGAN","Public","Partially Urban","DepED Managed","Purely ES"
"Region X","Lanao del Norte","Tubod East",127226,"Kalilangan ES","KALILANGAN","TUBOD (Capital)","1st District","KALILANGAN","Public","Partially Urban","DepED Managed","Purely ES"
